Trip ID,Date and Time,Distance Driven (miles_driven),Load Type,Delivery Status,Fuel Efficiency (MPG),Diesel Fuel Used (gallons),Driver Name,Driver Experience (years),Hours Worked,Driver Profit ($),Delivery Cost ($),Fuel Cost ($),Profit Margin (%),Cost per Mile ($),Profit per Mile ($),Fuel Cost per Mile ($),Total Revenue ($),Load Time (hrs),Unload Time (hrs),Total Load/Unload Time (hrs),Customer Location,Order Quantity (gallons),Fuel Prices ($/gallon),Delivery Frequency (days)
TRIP-0639,2023-08-21 11:08:49.729729732,61,Gasoline,On-Time,7.56,107,Driver_5,19,8,358,4069,501.54,9.74,2.93,1.97,1.98,8150,2.29,2.07,3.56,CityA,1084,3.23,17
TRIP-0640,2023-08-21 19:53:30.810810812,144,Gasoline,Incomplete,6.58,103,Driver_10,18,11,400,3650,1281.84,27.31,3.74,1.52,0.77,2766,2.09,2.7,3.53,CityC,6970,4.0,1
TRIP-0641,2023-08-22 04:38:11.891891892,351,Gasoline,Incomplete,7.48,61,Driver_10,6,7,1710,2105,1116.09,15.77,4.12,2.13,1.16,4549,2.49,1.1,3.05,CityB,7185,4.59,29
TRIP-0642,2023-08-22 13:22:52.972972972,435,Diesel,Late,5.9,258,Driver_2,27,14,1780,2794,1077.37,9.95,1.08,2.42,1.12,3309,1.68,2.78,2.18,CityA,5744,4.31,21
TRIP-0643,2023-08-22 22:07:34.054054056,302,Diesel,On-Time,7.52,255,Driver_6,29,6,1161,4162,1355.7,15.95,4.56,2.9,1.92,2976,1.9,2.33,3.07,CityA,8654,3.46,30
TRIP-0644,2023-08-23 06:52:15.135135136,291,Ethanol,Incomplete,7.32,63,Driver_5,15,11,1999,4982,1080.71,15.22,3.28,1.75,1.06,8180,1.2,2.23,2.22,CityD,8451,3.87,8
TRIP-0645,2023-08-23 15:36:56.216216216,84,Ethanol,On-Time,5.69,170,Driver_8,21,11,782,1483,533.13,15.72,4.25,0.78,1.46,3490,1.15,2.25,5.7,CityE,2248,4.71,14
TRIP-0646,2023-08-24 00:21:37.297297296,264,Diesel,Incomplete,5.39,211,Driver_9,30,10,1727,851,1086.72,19.64,4.23,1.6,1.86,9917,1.92,1.59,4.65,CityC,8170,3.36,10
TRIP-0647,2023-08-24 09:06:18.378378380,386,Diesel,Incomplete,7.6,230,Driver_9,10,10,1075,2224,562.85,18.03,1.76,1.7,0.87,5381,1.6,1.83,5.55,CityE,2704,4.06,27
TRIP-0648,2023-08-24 17:50:59.459459460,139,Gasoline,Incomplete,7.89,170,Driver_8,5,6,570,2451,1174.97,8.74,1.44,2.74,1.82,6987,2.23,2.6,4.87,CityD,2392,3.71,19
TRIP-0649,2023-08-25 02:35:40.540540540,313,Diesel,Late,5.09,69,Driver_3,26,10,302,1779,986.66,6.64,3.89,1.49,1.85,8425,1.09,1.61,2.53,CityD,7518,3.25,8
TRIP-0650,2023-08-25 11:20:21.621621624,142,Diesel,Incomplete,7.19,124,Driver_9,29,7,1201,2407,254.51,23.24,1.63,2.88,1.88,4619,1.24,1.94,5.76,CityD,3593,3.1,19
TRIP-0651,2023-08-25 20:05:02.702702704,459,Ethanol,On-Time,7.73,193,Driver_8,5,12,1348,1524,842.33,18.99,4.4,1.71,0.69,7060,2.73,1.04,5.6,CityA,1473,4.11,4
TRIP-0652,2023-08-26 04:49:43.783783784,139,Ethanol,Late,7.57,292,Driver_5,10,8,1536,1045,613.46,13.98,3.9,2.93,0.92,9689,2.13,2.47,3.39,CityE,4524,3.04,10
TRIP-0653,2023-08-26 13:34:24.864864864,467,Gasoline,Late,7.89,272,Driver_4,28,9,1175,4674,593.57,25.21,4.37,0.52,1.77,4976,2.42,1.84,2.45,CityE,7115,3.21,23
TRIP-0654,2023-08-26 22:19:05.945945948,164,Diesel,Incomplete,7.28,296,Driver_2,5,8,997,2881,963.05,14.7,2.2,2.75,0.85,1704,2.68,2.05,4.82,CityE,4829,3.7,3
TRIP-0655,2023-08-27 07:03:47.027027028,154,Ethanol,Late,6.33,119,Driver_6,3,8,1681,1388,585.14,24.9,2.27,2.83,1.28,6452,1.93,1.23,4.91,CityB,7215,3.09,4
TRIP-0656,2023-08-27 15:48:28.108108108,440,Diesel,Incomplete,5.94,105,Driver_3,23,9,1453,1605,1198.81,12.64,3.68,2.9,0.41,7094,2.52,2.98,5.59,CityC,1977,3.8,16
TRIP-0657,2023-08-28 00:33:09.189189188,245,Diesel,On-Time,5.96,260,Driver_8,6,10,857,3049,245.57,6.82,1.13,0.53,0.3,4681,2.05,1.6,2.21,CityA,6189,3.26,24
TRIP-0658,2023-08-28 09:17:50.270270272,363,Gasoline,Late,7.17,150,Driver_5,4,6,1081,2490,1041.52,28.32,3.91,0.93,0.94,5138,1.45,2.27,2.57,CityC,9462,3.7,4
TRIP-0659,2023-08-28 18:02:31.351351352,163,Diesel,Incomplete,7.24,235,Driver_3,18,9,1420,4498,1242.41,14.86,4.34,2.13,1.24,2916,1.68,2.16,4.39,CityA,7829,4.58,25
TRIP-0660,2023-08-29 02:47:12.432432432,124,Gasoline,Late,5.6,181,Driver_1,28,13,932,4275,1058.32,24.82,2.66,0.56,0.91,8501,1.98,2.57,4.48,CityE,6944,4.25,20
TRIP-0661,2023-08-29 11:31:53.513513516,462,Ethanol,Late,7.6,160,Driver_6,9,12,622,3312,821.26,11.98,4.06,0.66,1.24,2845,1.63,1.59,2.13,CityB,8997,3.89,29
TRIP-0662,2023-08-29 20:16:34.594594596,425,Ethanol,On-Time,7.14,174,Driver_5,17,14,771,1420,1432.91,21.16,1.7,1.05,1.13,5654,1.67,2.51,3.59,CityB,501,3.18,30
TRIP-0663,2023-08-30 05:01:15.675675676,469,Ethanol,Incomplete,6.69,181,Driver_10,29,10,1833,2561,554.92,26.83,2.29,1.78,1.43,7413,1.67,1.77,4.34,CityE,8962,4.24,20
TRIP-0664,2023-08-30 13:45:56.756756756,266,Ethanol,Incomplete,6.41,69,Driver_4,13,9,370,4987,175.88,6.04,4.9,1.86,1.37,9111,1.25,1.82,4.95,CityC,7343,3.33,13
TRIP-0665,2023-08-30 22:30:37.837837840,326,Gasoline,On-Time,6.63,187,Driver_3,27,13,1605,4139,733.19,25.77,4.95,0.59,0.96,8990,1.17,2.35,3.26,CityD,9555,3.15,21
TRIP-0666,2023-08-31 07:15:18.918918920,298,Gasoline,On-Time,5.48,73,Driver_10,15,14,372,3665,194.57,19.28,3.05,0.93,0.96,4090,1.09,2.57,3.94,CityE,6472,4.33,17
TRIP-0667,2023-08-31 16:00:00.000000000,213,Ethanol,Incomplete,5.61,295,Driver_7,30,12,862,4935,1437.81,20.19,4.74,1.75,0.45,2370,1.22,2.33,5.26,CityA,8403,4.82,23
TRIP-0668,2023-09-01 00:44:41.081081080,443,Ethanol,Late,5.27,276,Driver_7,20,12,652,3144,433.39,18.08,3.09,1.98,1.12,2928,1.69,2.8,5.82,CityC,5605,3.92,25
TRIP-0669,2023-09-01 09:29:22.162162164,406,Ethanol,On-Time,5.46,203,Driver_9,17,10,549,1545,1215.05,26.86,2.17,0.87,1.26,2636,2.19,1.57,2.92,CityD,8202,3.08,16
TRIP-0670,2023-09-01 18:14:03.243243244,457,Gasoline,On-Time,6.36,86,Driver_6,13,9,1857,4056,1195.67,6.09,2.07,1.5,1.06,7180,1.38,2.8,3.01,CityB,3414,4.76,28
TRIP-0671,2023-09-02 02:58:44.324324324,241,Ethanol,Late,6.59,279,Driver_2,16,6,693,3181,443.93,11.53,4.72,2.76,0.79,9283,2.78,1.26,5.76,CityA,5656,3.13,25
TRIP-0672,2023-09-02 11:43:25.405405408,276,Gasoline,Incomplete,5.05,262,Driver_7,22,12,819,3699,988.66,26.89,1.69,3.0,1.5,2843,2.62,2.32,3.58,CityB,8798,4.74,17
TRIP-0673,2023-09-02 20:28:06.486486488,226,Diesel,Late,7.39,103,Driver_2,4,6,1227,1438,214.91,23.81,3.32,2.97,0.33,9376,2.04,2.1,4.87,CityA,3668,3.78,6
TRIP-0674,2023-09-03 05:12:47.567567568,148,Ethanol,On-Time,5.88,281,Driver_3,5,6,1316,941,802.83,5.44,3.22,2.7,1.85,1831,2.45,1.99,4.45,CityD,3099,3.73,3
TRIP-0675,2023-09-03 13:57:28.648648648,85,Gasoline,Late,7.74,152,Driver_3,5,10,1118,3050,169.77,17.93,3.96,1.49,0.24,6538,1.73,1.62,3.14,CityA,6216,4.09,20
TRIP-0676,2023-09-03 22:42:09.729729732,145,Gasoline,Incomplete,7.9,198,Driver_8,9,14,205,4725,1393.54,18.24,3.0,2.22,1.93,6315,1.07,2.01,4.61,CityD,2735,4.91,24
TRIP-0677,2023-09-04 07:26:50.810810812,201,Gasoline,On-Time,5.56,251,Driver_6,17,11,487,1096,1467.72,15.02,2.09,1.54,1.03,9455,2.81,1.32,4.62,CityE,3299,4.8,4
TRIP-0678,2023-09-04 16:11:31.891891892,200,Diesel,Late,6.39,87,Driver_4,13,8,1841,2005,450.08,12.43,1.68,2.12,0.94,6327,1.26,1.74,4.37,CityE,7513,3.94,8
TRIP-0679,2023-09-05 00:56:12.972972972,239,Ethanol,Incomplete,5.0,223,Driver_1,2,8,1369,1361,430.94,22.04,3.48,1.27,0.66,2286,2.9,1.2,2.4,CityA,5973,4.39,20
TRIP-0680,2023-09-05 09:40:54.054054056,273,Gasoline,Incomplete,6.79,53,Driver_5,13,12,1647,3140,1167.52,10.19,3.88,2.02,0.22,2529,2.14,2.14,5.98,CityC,518,4.16,9
TRIP-0681,2023-09-05 18:25:35.135135136,86,Ethanol,Incomplete,6.82,237,Driver_7,22,11,807,4231,492.06,24.97,3.28,1.81,0.69,7655,1.61,1.19,3.6,CityB,1358,4.39,22
TRIP-0682,2023-09-06 03:10:16.216216216,317,Gasoline,Incomplete,5.74,106,Driver_4,21,14,656,2051,1358.35,25.08,3.95,0.56,0.4,2877,1.99,1.32,4.55,CityA,5880,4.66,1
TRIP-0683,2023-09-06 11:54:57.297297296,418,Ethanol,Incomplete,6.68,222,Driver_8,27,11,1964,3736,924.8,15.38,1.57,2.48,1.39,6431,2.0,1.17,5.54,CityA,3532,3.07,13
TRIP-0684,2023-09-06 20:39:38.378378380,232,Diesel,Incomplete,5.68,69,Driver_5,23,10,1425,2236,623.55,12.09,4.53,0.53,0.77,3478,1.05,1.76,3.69,CityB,5005,3.65,26
TRIP-0685,2023-09-07 05:24:19.459459460,62,Gasoline,On-Time,5.48,66,Driver_6,19,12,1435,1949,1274.14,12.1,3.33,1.23,1.58,1100,1.71,2.68,5.1,CityA,6289,4.92,2
TRIP-0686,2023-09-07 14:09:00.540540540,328,Gasoline,Incomplete,6.95,168,Driver_5,3,6,1229,764,816.1,17.06,1.51,0.51,0.57,4087,2.48,2.81,5.89,CityB,3031,4.9,23
TRIP-0687,2023-09-07 22:53:41.621621624,266,Diesel,Incomplete,5.98,120,Driver_10,10,12,823,3159,1380.7,22.99,2.85,1.44,1.82,6828,2.02,1.14,3.44,CityD,7971,3.02,10
TRIP-0688,2023-09-08 07:38:22.702702704,404,Ethanol,Incomplete,6.77,53,Driver_10,2,8,575,3221,1402.82,13.97,4.38,0.66,1.14,8425,1.49,2.27,3.62,CityC,5219,3.4,23
TRIP-0689,2023-09-08 16:23:03.783783784,410,Gasoline,Late,6.3,270,Driver_1,13,14,646,1962,373.32,20.25,4.59,2.78,0.41,3291,1.67,2.37,5.62,CityE,5363,4.99,19
TRIP-0690,2023-09-09 01:07:44.864864864,335,Diesel,On-Time,7.95,63,Driver_5,19,11,1034,4752,153.14,14.56,2.06,1.54,0.92,6467,2.73,2.07,2.64,CityE,4538,3.99,17
TRIP-0691,2023-09-09 09:52:25.945945948,322,Gasoline,On-Time,5.45,52,Driver_6,26,14,1329,1945,1478.31,12.61,3.85,1.65,0.57,9296,2.05,2.33,2.11,CityC,2952,4.15,24
TRIP-0692,2023-09-09 18:37:07.027027028,418,Gasoline,Late,6.39,265,Driver_4,17,10,1874,2798,1373.29,5.62,1.4,1.37,0.56,1693,2.06,1.47,5.64,CityB,3346,3.33,13
TRIP-0693,2023-09-10 03:21:48.108108108,111,Gasoline,Incomplete,7.04,278,Driver_1,21,12,1010,3425,224.85,5.1,1.13,2.07,1.11,6786,2.92,1.98,5.29,CityC,8564,4.79,29
TRIP-0694,2023-09-10 12:06:29.189189188,133,Ethanol,Late,6.19,129,Driver_2,14,9,1624,2132,1274.6,10.68,3.24,2.46,1.41,6406,1.64,1.78,5.89,CityB,7122,3.46,26
TRIP-0695,2023-09-10 20:51:10.270270272,417,Diesel,Late,7.92,235,Driver_8,12,12,1319,2874,768.04,15.16,3.78,2.12,1.84,4491,1.96,1.18,2.23,CityC,9396,3.38,14
TRIP-0696,2023-09-11 05:35:51.351351352,266,Diesel,Late,7.17,104,Driver_5,21,6,1611,1012,499.6,26.28,4.18,2.37,1.1,4392,2.62,2.25,2.62,CityA,3962,3.46,27
TRIP-0697,2023-09-11 14:20:32.432432432,391,Diesel,On-Time,6.97,293,Driver_3,12,12,1158,715,1336.31,24.96,2.36,2.76,1.94,3268,2.52,1.99,2.42,CityA,1659,4.84,11
TRIP-0698,2023-09-11 23:05:13.513513516,446,Diesel,On-Time,7.27,181,Driver_7,11,13,1675,3831,415.5,11.68,1.03,2.66,1.89,6632,1.53,1.55,4.73,CityC,5126,4.41,10
TRIP-0699,2023-09-12 07:49:54.594594596,236,Gasoline,On-Time,7.86,169,Driver_9,7,10,1048,2672,1428.85,11.11,2.92,2.19,1.76,4783,1.3,1.95,4.42,CityD,7556,4.54,7
TRIP-0700,2023-09-12 16:34:35.675675676,68,Ethanol,Incomplete,7.72,73,Driver_5,4,7,1008,3653,427.59,10.68,1.06,1.04,1.1,6973,2.4,2.55,3.44,CityC,4222,3.75,10
TRIP-0701,2023-09-13 01:19:16.756756756,226,Diesel,Incomplete,7.17,211,Driver_2,19,10,1178,2206,978.47,13.48,1.37,2.09,0.45,6969,1.52,2.6,2.23,CityE,4060,4.82,24
TRIP-0702,2023-09-13 10:03:57.837837840,149,Ethanol,Late,7.25,207,Driver_5,1,11,615,2606,451.17,17.45,2.31,1.77,0.59,9981,2.85,2.3,4.56,CityA,6617,4.58,1
TRIP-0703,2023-09-13 18:48:38.918918920,445,Diesel,On-Time,5.44,131,Driver_6,28,7,925,2067,886.65,15.97,2.75,2.29,1.37,5648,1.26,1.94,4.28,CityC,7089,4.5,14
TRIP-0704,2023-09-14 03:33:20.000000000,494,Diesel,On-Time,5.31,196,Driver_10,24,11,1727,2708,1073.37,10.46,2.12,2.58,0.96,5939,1.64,2.15,2.45,CityE,7349,4.94,3
TRIP-0705,2023-09-14 12:18:01.081081080,282,Gasoline,Incomplete,6.71,208,Driver_4,29,11,653,2831,406.81,8.26,3.33,2.36,0.46,9850,1.11,1.77,5.64,CityA,2743,3.73,13
TRIP-0706,2023-09-14 21:02:42.162162164,452,Gasoline,Incomplete,5.06,237,Driver_4,3,6,1514,2653,853.2,5.31,1.22,2.62,1.06,9024,2.41,1.25,2.8,CityD,8677,4.22,2
TRIP-0707,2023-09-15 05:47:23.243243244,125,Gasoline,On-Time,6.45,109,Driver_3,13,6,1757,1628,783.23,8.85,1.58,0.66,0.23,8857,2.78,1.77,4.97,CityD,2260,4.82,17
TRIP-0708,2023-09-15 14:32:04.324324324,314,Ethanol,On-Time,5.63,196,Driver_8,15,8,1416,4010,245.9,22.63,3.78,0.58,1.52,2018,2.27,2.06,5.54,CityE,5942,4.58,21
TRIP-0709,2023-09-15 23:16:45.405405408,333,Gasoline,Incomplete,6.04,98,Driver_3,2,8,349,4823,1254.72,11.09,1.57,1.15,0.33,2953,2.88,2.2,4.32,CityC,8179,4.13,3
TRIP-0710,2023-09-16 08:01:26.486486488,255,Gasoline,Incomplete,7.33,112,Driver_8,11,9,958,4153,603.17,16.72,3.56,2.75,1.33,4657,1.26,2.87,2.99,CityA,3175,3.15,26
TRIP-0711,2023-09-16 16:46:07.567567568,272,Diesel,On-Time,7.82,159,Driver_10,4,7,978,2865,925.69,19.78,1.22,2.56,1.63,5846,1.18,2.55,3.24,CityD,7624,4.31,15
TRIP-0712,2023-09-17 01:30:48.648648648,433,Diesel,Late,5.22,260,Driver_6,19,14,1172,3421,844.96,27.17,2.63,2.21,0.44,3296,2.68,1.3,5.54,CityE,6281,4.05,8
TRIP-0713,2023-09-17 10:15:29.729729732,101,Gasoline,Late,6.6,199,Driver_7,29,12,962,1579,842.9,27.22,1.71,2.25,1.13,1774,2.71,1.35,3.19,CityB,3736,3.37,6
TRIP-0714,2023-09-17 19:00:10.810810812,388,Gasoline,Late,7.65,201,Driver_9,17,12,1201,4011,294.75,23.64,1.44,2.32,1.6,3811,2.66,1.2,4.98,CityC,6398,4.76,26
TRIP-0715,2023-09-18 03:44:51.891891892,416,Ethanol,Late,5.25,158,Driver_8,3,11,1738,3241,721.7,5.88,3.27,2.86,0.67,4182,2.6,2.48,5.96,CityB,8735,3.69,30
TRIP-0716,2023-09-18 12:29:32.972972972,193,Ethanol,On-Time,7.47,125,Driver_9,28,8,1616,3520,760.7,19.38,4.71,2.58,0.49,8867,1.72,2.41,6.0,CityC,9180,3.77,9
TRIP-0717,2023-09-18 21:14:14.054054056,422,Diesel,Late,6.07,79,Driver_4,18,11,1539,728,1140.42,24.66,1.22,2.06,0.81,5329,1.43,2.97,4.13,CityA,4776,4.34,25
TRIP-0718,2023-09-19 05:58:55.135135136,118,Ethanol,Late,5.97,107,Driver_4,8,13,275,670,1284.03,5.43,2.69,2.16,1.2,7167,2.86,2.04,5.31,CityE,5223,3.98,11
TRIP-0719,2023-09-19 14:43:36.216216216,148,Gasoline,Incomplete,7.93,279,Driver_10,22,13,798,794,885.73,18.74,3.83,1.03,1.24,4097,1.61,2.65,5.96,CityA,9648,3.18,22
TRIP-0720,2023-09-19 23:28:17.297297296,445,Gasoline,Late,5.6,166,Driver_2,25,14,1493,4784,267.16,26.44,2.85,2.14,0.44,2404,1.8,2.15,3.5,CityB,6144,3.77,2
TRIP-0721,2023-09-20 08:12:58.378378380,74,Diesel,Incomplete,7.08,208,Driver_9,24,6,424,925,469.75,16.85,4.23,1.56,1.02,6101,2.4,2.75,3.01,CityE,1615,3.19,9
TRIP-0722,2023-09-20 16:57:39.459459460,485,Gasoline,Incomplete,7.46,149,Driver_8,26,6,1753,1418,372.66,5.1,1.72,0.88,0.68,2369,1.59,2.44,2.46,CityA,2281,3.38,18
TRIP-0723,2023-09-21 01:42:20.540540540,428,Gasoline,On-Time,5.12,241,Driver_9,19,8,312,3753,318.23,5.28,4.84,2.52,1.72,6497,2.64,2.29,2.56,CityA,9342,3.01,19
TRIP-0724,2023-09-21 10:27:01.621621624,102,Gasoline,On-Time,7.01,68,Driver_6,5,8,450,998,643.96,15.42,2.54,1.78,0.76,7665,1.14,2.13,5.41,CityA,2376,3.36,22
TRIP-0725,2023-09-21 19:11:42.702702704,200,Gasoline,On-Time,7.85,225,Driver_2,7,13,1456,3309,459.68,8.88,2.37,2.94,1.71,3064,2.58,2.45,4.35,CityB,5863,3.66,18
TRIP-0726,2023-09-22 03:56:23.783783784,193,Ethanol,On-Time,5.37,222,Driver_10,21,6,1040,1325,444.71,21.61,4.5,1.2,0.97,3765,2.2,1.84,5.49,CityA,9032,4.08,5
TRIP-0727,2023-09-22 12:41:04.864864864,106,Ethanol,Incomplete,7.69,277,Driver_2,8,7,913,4279,223.84,22.72,3.26,1.7,1.51,3817,2.15,1.19,5.16,CityD,3875,4.84,18
TRIP-0728,2023-09-22 21:25:45.945945948,88,Ethanol,On-Time,6.78,143,Driver_1,28,7,1306,2358,173.85,9.45,3.07,1.62,1.12,8791,1.92,1.08,4.69,CityC,3250,4.08,12
TRIP-0729,2023-09-23 06:10:27.027027028,158,Ethanol,Incomplete,6.85,232,Driver_9,5,8,324,2618,288.74,27.21,3.91,0.8,1.32,1716,1.55,1.96,4.44,CityD,3776,4.41,4
TRIP-0730,2023-09-23 14:55:08.108108108,230,Ethanol,On-Time,6.84,162,Driver_9,17,11,1398,645,382.47,16.05,3.32,1.57,0.91,5040,1.93,2.2,2.19,CityB,948,3.72,15
TRIP-0731,2023-09-23 23:39:49.189189188,91,Diesel,Late,5.9,232,Driver_4,5,6,1292,4077,731.83,8.57,1.65,1.22,1.58,2711,1.9,1.16,5.49,CityB,6037,4.5,11
TRIP-0732,2023-09-24 08:24:30.270270272,235,Gasoline,Late,7.81,274,Driver_10,4,7,1270,692,839.2,24.11,3.7,0.9,0.97,6367,2.17,1.57,3.67,CityA,4672,4.24,27
TRIP-0733,2023-09-24 17:09:11.351351352,472,Diesel,Incomplete,7.84,195,Driver_9,22,6,1083,4388,339.8,24.75,1.53,1.21,1.02,7261,1.56,1.64,4.24,CityE,9489,3.92,19
TRIP-0734,2023-09-25 01:53:52.432432432,447,Gasoline,Late,6.88,112,Driver_3,19,10,1479,551,723.46,20.98,4.22,1.08,1.13,1008,1.16,2.13,2.09,CityD,3996,3.39,5
TRIP-0735,2023-09-25 10:38:33.513513516,272,Gasoline,Late,7.35,165,Driver_3,27,12,1950,2910,611.36,26.34,4.96,2.34,1.7,9789,1.29,1.56,5.74,CityB,2682,3.61,6
TRIP-0736,2023-09-25 19:23:14.594594596,171,Gasoline,Incomplete,6.84,162,Driver_6,21,13,229,2320,397.62,23.43,2.51,0.58,1.39,5118,2.4,1.19,5.61,CityC,3826,4.24,13
TRIP-0737,2023-09-26 04:07:55.675675676,182,Diesel,Late,6.45,300,Driver_9,2,6,480,3464,159.24,27.06,2.78,2.04,0.83,7086,1.04,1.33,4.17,CityB,9337,3.85,23
TRIP-0738,2023-09-26 12:52:36.756756756,212,Gasoline,Late,6.98,269,Driver_8,11,12,1123,3021,780.47,15.85,1.19,2.4,1.41,7383,2.71,1.35,4.31,CityD,1219,4.78,10
TRIP-0739,2023-09-26 21:37:17.837837840,264,Gasoline,Late,6.66,300,Driver_2,22,10,1460,2369,1075.63,23.69,1.05,1.7,1.36,4667,2.39,2.69,4.82,CityC,2022,3.47,24
TRIP-0740,2023-09-27 06:21:58.918918920,270,Ethanol,On-Time,6.79,96,Driver_4,13,6,1471,3068,455.47,29.99,4.69,2.83,1.88,3246,2.54,1.57,3.06,CityC,7256,3.15,25
TRIP-0741,2023-09-27 15:06:40.000000000,284,Ethanol,Incomplete,7.35,252,Driver_10,15,8,567,2367,327.94,23.12,1.51,2.27,1.71,4626,2.67,2.43,2.89,CityA,7127,4.18,14
TRIP-0742,2023-09-27 23:51:21.081081080,380,Gasoline,On-Time,6.44,106,Driver_8,12,12,694,3238,1347.51,7.85,2.78,2.37,1.37,3822,1.25,2.14,4.7,CityE,1569,4.77,4
TRIP-0743,2023-09-28 08:36:02.162162164,195,Ethanol,Late,5.12,167,Driver_2,22,6,1248,3769,521.28,17.96,4.26,0.99,0.81,9283,2.64,2.95,2.42,CityC,6062,3.73,20
TRIP-0744,2023-09-28 17:20:43.243243244,288,Diesel,Late,5.49,94,Driver_9,21,12,1809,3699,451.88,19.68,4.56,2.44,1.6,1850,2.01,1.55,3.82,CityA,8249,4.3,23
TRIP-0745,2023-09-29 02:05:24.324324324,125,Gasoline,On-Time,6.32,210,Driver_8,22,10,917,3079,1307.08,9.36,3.08,2.58,1.24,2107,2.77,1.32,3.97,CityE,5387,3.46,12
TRIP-0746,2023-09-29 10:50:05.405405408,58,Diesel,Late,7.17,194,Driver_1,11,6,1713,4505,1253.09,29.07,3.26,1.4,1.97,1299,2.77,1.1,3.53,CityA,5174,4.12,15
TRIP-0747,2023-09-29 19:34:46.486486488,123,Ethanol,Incomplete,6.78,247,Driver_8,7,6,1216,740,755.27,9.39,3.68,1.03,0.65,9102,1.05,1.48,2.74,CityB,2656,4.57,26
TRIP-0748,2023-09-30 04:19:27.567567568,491,Ethanol,Incomplete,6.95,53,Driver_3,28,6,1717,3940,810.47,9.44,4.85,1.46,0.34,6400,1.77,2.37,3.42,CityB,8444,4.73,10
TRIP-0749,2023-09-30 13:04:08.648648648,450,Diesel,Incomplete,6.44,197,Driver_9,5,14,1537,1907,443.96,27.88,3.41,2.35,0.33,2082,2.05,1.17,3.35,CityE,4639,3.21,11
TRIP-0750,2023-09-30 21:48:49.729729732,302,Gasoline,Late,6.85,289,Driver_7,17,8,805,4002,255.71,16.63,3.24,1.54,1.35,9167,2.36,1.49,4.0,CityA,6129,3.71,9
TRIP-0751,2023-10-01 06:33:30.810810812,279,Ethanol,Incomplete,5.99,96,Driver_8,24,10,574,4538,924.13,6.58,1.06,2.34,1.89,3800,1.57,2.71,4.7,CityD,7587,4.28,11
TRIP-0752,2023-10-01 15:18:11.891891892,56,Ethanol,Incomplete,6.41,268,Driver_10,20,14,838,582,282.77,19.95,1.32,0.78,0.2,4951,1.5,2.17,5.87,CityA,5578,3.07,2
TRIP-0753,2023-10-02 00:02:52.972972972,223,Ethanol,Late,7.23,192,Driver_1,9,11,1248,4268,756.52,20.05,3.31,2.52,1.51,9967,1.76,1.14,2.58,CityD,6905,4.38,13
TRIP-0754,2023-10-02 08:47:34.054054056,190,Diesel,On-Time,7.62,247,Driver_9,14,14,1557,1450,1419.67,6.61,4.74,1.13,1.38,7768,2.0,1.1,5.49,CityC,7371,4.06,27
TRIP-0755,2023-10-02 17:32:15.135135136,217,Diesel,On-Time,6.3,96,Driver_8,26,13,1578,1110,1436.33,29.31,4.47,1.12,1.52,2452,2.9,1.12,3.14,CityC,1132,3.58,22
TRIP-0756,2023-10-03 02:16:56.216216216,219,Ethanol,Late,5.13,127,Driver_5,12,13,315,4105,473.1,18.6,4.93,1.98,0.84,2681,2.52,2.88,4.37,CityC,2699,4.63,26
TRIP-0757,2023-10-03 11:01:37.297297300,442,Gasoline,Incomplete,5.49,173,Driver_1,6,6,247,3783,992.55,18.99,3.11,0.68,1.68,3303,1.86,2.7,4.19,CityA,5853,3.58,26
TRIP-0758,2023-10-03 19:46:18.378378380,483,Diesel,On-Time,5.06,124,Driver_7,17,14,1961,2673,790.0,18.0,4.15,0.57,0.28,8157,1.11,2.69,4.23,CityE,3410,4.98,8
TRIP-0759,2023-10-04 04:30:59.459459460,332,Gasoline,On-Time,6.96,152,Driver_5,19,11,298,3984,1332.17,20.27,4.36,1.15,1.56,2851,1.34,2.85,4.89,CityD,1122,4.63,29
TRIP-0760,2023-10-04 13:15:40.540540540,171,Diesel,On-Time,6.0,186,Driver_1,19,14,1682,2022,516.43,11.61,3.59,1.85,0.68,2897,1.91,2.01,3.53,CityA,6573,4.42,21
TRIP-0761,2023-10-04 22:00:21.621621624,243,Diesel,Late,6.63,139,Driver_4,26,8,1746,3101,155.0,12.18,2.35,2.77,1.06,6825,2.63,1.49,3.28,CityC,860,3.12,21
TRIP-0762,2023-10-05 06:45:02.702702704,54,Gasoline,On-Time,6.48,193,Driver_10,16,8,1820,3157,369.46,17.78,2.88,2.62,1.68,9806,1.76,1.8,5.41,CityB,6865,4.81,8
TRIP-0763,2023-10-05 15:29:43.783783784,78,Gasoline,On-Time,5.24,118,Driver_2,12,11,604,2659,621.86,25.17,4.43,1.73,0.69,1244,2.08,2.44,2.88,CityC,8901,4.58,1
TRIP-0764,2023-10-06 00:14:24.864864864,214,Gasoline,Late,6.21,298,Driver_1,12,14,1437,2949,576.22,6.25,2.19,0.59,0.53,9948,2.78,2.75,2.72,CityE,9622,3.46,6
TRIP-0765,2023-10-06 08:59:05.945945948,471,Diesel,Late,5.66,293,Driver_7,20,12,884,4330,1218.34,20.09,4.69,1.84,1.43,4807,2.83,1.87,2.06,CityC,4443,3.78,26
TRIP-0766,2023-10-06 17:43:47.027027028,388,Gasoline,Late,6.26,110,Driver_6,6,8,1102,621,1068.76,25.17,1.92,2.26,1.16,3779,1.43,2.07,2.84,CityE,5369,3.54,13
